timestamp,point_name,value,quality
2026-07-10T00:00:00,PUMP-HW-1 STS,0,good
2026-07-10T00:00:00,PUMP-HW-1 SPD,50.0,good
2026-07-10T00:00:00,PUMP-HW-1 DP,12.14,good
2026-07-10T00:00:00,PUMP-CW-1 CMD,0,good
2026-07-10T00:00:00,PUMP-CW-1 STS,0,good
2026-07-10T00:00:00,PUMP-CW-1 SPD,50.0,good
2026-07-10T00:00:00,PUMP-CW-1 DP,11.8,good
2026-07-10T00:00:00,VAV-101 ZN-T,70.39,good
2026-07-10T00:00:00,VAV-101 ZN-SP,72,good
2026-07-10T00:00:00,VAV-101 DMP-CMD,50.0,good
2026-07-10T00:00:00,VAV-101 DMP-POS,51.96,good
2026-07-10T00:00:00,VAV-101 AIRFLOW,985.6,good
2026-07-10T00:00:00,VAV-101 HTG-CMD,50.0,good
2026-07-10T00:00:00,VAV-102 ZN-T,70.53,good
2026-07-10T00:00:00,VAV-102 ZN-SP,72,good
2026-07-10T00:00:00,VAV-102 DMP-CMD,50.0,good
2026-07-10T00:00:00,VAV-102 DMP-POS,50.74,good
2026-07-10T00:00:00,VAV-102 AIRFLOW,853.71,good
2026-07-10T00:00:00,VAV-201 ZN-T,70.71,good
2026-07-10T00:00:00,VAV-201 ZN-SP,72,good
2026-07-10T00:00:00,VAV-201 DMP-CMD,50.0,good
2026-07-10T00:00:00,VAV-201 DMP-POS,48.92,good
2026-07-10T00:00:00,VAV-201 AIRFLOW,891.28,good
2026-07-10T00:00:00,VAV-201 HTG-CMD,50.0,good
2026-07-10T00:00:00,VAV-202 ZN-T,70.34,good
2026-07-10T00:00:00,VAV-202 ZN-SP,72,good
2026-07-10T00:00:00,VAV-202 DMP-CMD,50.0,good
2026-07-10T00:00:00,VAV-202 DMP-POS,49.07,good
2026-07-10T00:00:00,VAV-202 AIRFLOW,688.44,good
2026-07-10T00:00:00,VAV-203 ZN-T,70.84,good
2026-07-10T00:00:00,VAV-203 ZN-SP,72,good
2026-07-10T00:00:00,VAV-203 DMP-CMD,50.0,good
2026-07-10T00:00:00,VAV-203 DMP-POS,51.51,good
2026-07-10T00:00:00,VAV-203 AIRFLOW,832.59,good
2026-07-10T00:00:00,VAV-203 HTG-CMD,50.0,good
2026-07-10T00:15:00,AHU-1 SAT,55.19,good
2026-07-10T00:15:00,AHU-1 RAT,72.58,good
2026-07-10T00:15:00,AHU-1 MAT,65.44,good
2026-07-10T00:15:00,AHU-1 DAT-SP,55,good
2026-07-10T00:15:00,AHU-1 SF-CMD,1,good
2026-07-10T00:15:00,AHU-1 SF-STS,0,good
2026-07-10T00:15:00,AHU-1 SF-VFD-SPD,52.29,good
2026-07-10T00:15:00,AHU-1 OA-DMP-CMD,52.29,good
2026-07-10T00:15:00,AHU-1 CHW-VLV-CMD,52.29,good
2026-07-10T00:15:00,AHU-1 SAF-ALM,0,good
2026-07-10T00:15:00,AHU-2 SAT,55.07,good
2026-07-10T00:15:00,AHU-2 RAT,72.47,good
2026-07-10T00:15:00,AHU-2 MAT,64.78,good
2026-07-10T00:15:00,AHU-2 DAT-SP,55,good
2026-07-10T00:15:00,AHU-2 SF-CMD,1,good
2026-07-10T00:15:00,AHU-2 SF-STS,0,good
2026-07-10T00:15:00,AHU-2 SF-VFD-SPD,52.29,good
2026-07-10T00:15:00,AHU-2 OA-DMP-CMD,52.29,good
2026-07-10T00:15:00,AHU-2 HW-VLV-CMD,52.29,good
2026-07-10T00:15:00,AHU-2 SMK-ALM,0,good
2026-07-10T00:15:00,RTU-1 SAT,55.13,good
2026-07-10T00:15:00,RTU-1 RAT,72.47,good
2026-07-10T00:15:00,RTU-1 CLG-SP,72,good
2026-07-10T00:15:00,RTU-1 SF-CMD,1,good
2026-07-10T00:15:00,RTU-1 SF-STS,0,good
2026-07-10T00:15:00,RTU-1 HTG-EN,1,good
2026-07-10T00:15:00,RTU-1 CMP-STS,0,good
2026-07-10T00:15:00,RTU-1 FLT-ALM,0,good
2026-07-10T00:15:00,CHLR-1 CHWS,42.07,good
2026-07-10T00:15:00,CHLR-1 CHWR,56.0,good
2026-07-10T00:15:00,CHLR-1 CHW-DP,12.1,good
2026-07-10T00:15:00,CHLR-1 ENABLE,1,good
2026-07-10T00:15:00,CHLR-1 RUN-STS,0,good
2026-07-10T00:15:00,CHLR-1 ALM,0,good
2026-07-10T00:15:00,CHLR-1 LWT-SP,72,good
2026-07-10T00:15:00,CHLR-1 KW,75.05,good
2026-07-10T00:15:00,BLR-1 HWS,168.56,good
2026-07-10T00:15:00,BLR-1 HWR,149.35,good
2026-07-10T00:15:00,BLR-1 HWS-SP,72,good
2026-07-10T00:15:00,BLR-1 ENABLE,1,good
2026-07-10T00:15:00,BLR-1 RUN-STS,0,good
2026-07-10T00:15:00,BLR-1 ALM,0,good
2026-07-10T00:15:00,BLR-1 MOD-CMD,52.29,good
2026-07-10T00:15:00,BLR-1 GAS-PRES,7.44,good
2026-07-10T00:15:00,CT-1 CWS,81.86,good
2026-07-10T00:15:00,CT-1 CWR,90.18,good
2026-07-10T00:15:00,CT-1 FAN-CMD,1,good
2026-07-10T00:15:00,CT-1 FAN-STS,0,good
2026-07-10T00:15:00,CT-1 FAN-SPD,52.29,good
2026-07-10T00:15:00,CT-1 BASIN-LVL,51.82,good
2026-07-10T00:15:00,CT-1 ALM,0,good
2026-07-10T00:15:00,PUMP-CHW-1 CMD,1,good
2026-07-10T00:15:00,PUMP-CHW-1 STS,0,good
2026-07-10T00:15:00,PUMP-CHW-1 SPD,52.29,good
2026-07-10T00:15:00,PUMP-CHW-1 DP,12.34,good
2026-07-10T00:15:00,PUMP-CHW-2 CMD,1,good
2026-07-10T00:15:00,PUMP-CHW-2 STS,0,good
2026-07-10T00:15:00,PUMP-CHW-2 SPD,52.29,good
2026-07-10T00:15:00,PUMP-CHW-2 DP,12.12,good
2026-07-10T00:15:00,PUMP-HW-1 CMD,1,good
2026-07-10T00:15:00,PUMP-HW-1 STS,0,good
2026-07-10T00:15:00,PUMP-HW-1 SPD,52.29,good
2026-07-10T00:15:00,PUMP-HW-1 DP,11.9,good
2026-07-10T00:15:00,PUMP-CW-1 CMD,1,good
2026-07-10T00:15:00,PUMP-CW-1 STS,0,good
2026-07-10T00:15:00,PUMP-CW-1 SPD,52.29,good
2026-07-10T00:15:00,PUMP-CW-1 DP,12.09,good
2026-07-10T00:15:00,VAV-101 ZN-T,70.95,good
2026-07-10T00:15:00,VAV-101 ZN-SP,72,good
2026-07-10T00:15:00,VAV-101 DMP-CMD,52.29,good
2026-07-10T00:15:00,VAV-101 DMP-POS,51.42,good
2026-07-10T00:15:00,VAV-101 AIRFLOW,1008.46,good
2026-07-10T00:15:00,VAV-101 HTG-CMD,52.29,good
2026-07-10T00:15:00,VAV-102 ZN-T,70.84,good
2026-07-10T00:15:00,VAV-102 ZN-SP,72,good
2026-07-10T00:15:00,VAV-102 DMP-CMD,52.29,good
2026-07-10T00:15:00,VAV-102 DMP-POS,49.35,good
2026-07-10T00:15:00,VAV-102 AIRFLOW,857.07,good
2026-07-10T00:15:00,VAV-201 ZN-T,70.7,good
2026-07-10T00:15:00,VAV-201 ZN-SP,72,good
2026-07-10T00:15:00,VAV-201 DMP-CMD,52.29,good
2026-07-10T00:15:00,VAV-201 DMP-POS,51.46,good
2026-07-10T00:15:00,VAV-201 AIRFLOW,909.6,good
2026-07-10T00:15:00,VAV-201 HTG-CMD,52.29,good
2026-07-10T00:15:00,VAV-202 ZN-T,70.66,good
2026-07-10T00:15:00,VAV-202 ZN-SP,72,good
2026-07-10T00:15:00,VAV-202 DMP-CMD,52.29,good
2026-07-10T00:15:00,VAV-202 DMP-POS,49.75,good
2026-07-10T00:15:00,VAV-202 AIRFLOW,704.26,good
2026-07-10T00:15:00,VAV-203 ZN-T,70.52,good
2026-07-10T00:15:00,VAV-203 ZN-SP,72,good
2026-07-10T00:15:00,VAV-203 DMP-CMD,52.29,good
2026-07-10T00:15:00,VAV-203 DMP-POS,53.12,good
2026-07-10T00:15:00,VAV-203 AIRFLOW,863.27,good
2026-07-10T00:15:00,VAV-203 HTG-CMD,52.29,good
2026-07-10T00:30:00,AHU-1 SAT,55.05,good
2026-07-10T00:30:00,AHU-1 RAT,72.76,good
2026-07-10T00:30:00,AHU-1 MAT,65.08,good
2026-07-10T00:30:00,AHU-1 DAT-SP,55,good
2026-07-10T00:30:00,AHU-1 SF-CMD,1,good
2026-07-10T00:30:00,AHU-1 SF-STS,0,good
2026-07-10T00:30:00,AHU-1 SF-VFD-SPD,54.57,good
2026-07-10T00:30:00,AHU-1 OA-DMP-CMD,54.57,good
2026-07-10T00:30:00,AHU-1 CHW-VLV-CMD,54.57,good
2026-07-10T00:30:00,AHU-1 SAF-ALM,0,good
2026-07-10T00:30:00,AHU-2 SAT,55.44,good
2026-07-10T00:30:00,AHU-2 RAT,73.06,good
2026-07-10T00:30:00,AHU-2 MAT,65.2,good
2026-07-10T00:30:00,AHU-2 DAT-SP,55,good
2026-07-10T00:30:00,AHU-2 SF-CMD,1,good
2026-07-10T00:30:00,AHU-2 SF-STS,0,good
2026-07-10T00:30:00,AHU-2 SF-VFD-SPD,54.57,good
2026-07-10T00:30:00,AHU-2 OA-DMP-CMD,54.57,good
2026-07-10T00:30:00,AHU-2 HW-VLV-CMD,54.57,good
2026-07-10T00:30:00,AHU-2 SMK-ALM,0,good
2026-07-10T00:30:00,RTU-1 SAT,55.28,good
2026-07-10T00:30:00,RTU-1 RAT,72.85,good
2026-07-10T00:30:00,RTU-1 CLG-SP,72,good
2026-07-10T00:30:00,RTU-1 SF-CMD,1,good
2026-07-10T00:30:00,RTU-1 SF-STS,0,good
2026-07-10T00:30:00,RTU-1 HTG-EN,1,good
2026-07-10T00:30:00,RTU-1 CMP-STS,0,good
2026-07-10T00:30:00,RTU-1 FLT-ALM,0,good
2026-07-10T00:30:00,CHLR-1 CHWS,42.03,good
2026-07-10T00:30:00,CHLR-1 CHWR,56.02,good
2026-07-10T00:30:00,CHLR-1 CHW-DP,12.35,good
2026-07-10T00:30:00,CHLR-1 ENABLE,1,good
2026-07-10T00:30:00,CHLR-1 RUN-STS,0,good
2026-07-10T00:30:00,CHLR-1 ALM,0,good
2026-07-10T00:30:00,CHLR-1 LWT-SP,72,good
2026-07-10T00:30:00,CHLR-1 KW,78.46,good
2026-07-10T00:30:00,BLR-1 HWS,168.35,good
2026-07-10T00:30:00,BLR-1 HWR,149.07,good
2026-07-10T00:30:00,BLR-1 HWS-SP,72,good
2026-07-10T00:30:00,BLR-1 ENABLE,1,good
2026-07-10T00:30:00,BLR-1 RUN-STS,0,good
2026-07-10T00:30:00,BLR-1 ALM,0,good
2026-07-10T00:30:00,BLR-1 MOD-CMD,54.57,good
2026-07-10T00:30:00,BLR-1 GAS-PRES,7.52,good
2026-07-10T00:30:00,CT-1 CWS,81.97,good
2026-07-10T00:30:00,CT-1 CWR,90.84,good
2026-07-10T00:30:00,CT-1 FAN-CMD,1,good
2026-07-10T00:30:00,CT-1 FAN-STS,0,good
2026-07-10T00:30:00,CT-1 FAN-SPD,54.57,good
2026-07-10T00:30:00,CT-1 BASIN-LVL,54.13,good
2026-07-10T00:30:00,CT-1 ALM,0,good
2026-07-10T00:30:00,PUMP-CHW-1 CMD,1,good
2026-07-10T00:30:00,PUMP-CHW-1 STS,0,good
2026-07-10T00:30:00,PUMP-CHW-1 SPD,54.57,good
2026-07-10T00:30:00,PUMP-CHW-1 DP,12.53,good
2026-07-10T00:30:00,PUMP-CHW-2 CMD,1,good
2026-07-10T00:30:00,PUMP-CHW-2 STS,0,good
2026-07-10T00:30:00,PUMP-CHW-2 SPD,54.57,good
2026-07-10T00:30:00,PUMP-CHW-2 DP,12.21,good
2026-07-10T00:30:00,PUMP-HW-1 CMD,1,good
2026-07-10T00:30:00,PUMP-HW-1 STS,0,good
2026-07-10T00:30:00,PUMP-HW-1 SPD,54.57,good
2026-07-10T00:30:00,PUMP-HW-1 DP,12.06,good
2026-07-10T00:30:00,PUMP-CW-1 CMD,1,good
2026-07-10T00:30:00,PUMP-CW-1 STS,0,good
2026-07-10T00:30:00,PUMP-CW-1 SPD,54.57,good
2026-07-10T00:30:00,PUMP-CW-1 DP,12.55,good
2026-07-10T00:30:00,VAV-101 ZN-T,70.98,good
2026-07-10T00:30:00,VAV-101 ZN-SP,72,good
2026-07-10T00:30:00,VAV-101 DMP-CMD,54.57,good
2026-07-10T00:30:00,VAV-101 DMP-POS,50.95,good
2026-07-10T00:30:00,VAV-101 AIRFLOW,998.63,good
2026-07-10T00:30:00,VAV-101 HTG-CMD,54.57,good
2026-07-10T00:30:00,VAV-102 ZN-T,70.28,good
2026-07-10T00:30:00,VAV-102 ZN-SP,72,good
2026-07-10T00:30:00,VAV-102 DMP-CMD,54.57,good
2026-07-10T00:30:00,VAV-102 DMP-POS,53.65,good
2026-07-10T00:30:00,VAV-102 AIRFLOW,867.08,good
2026-07-10T00:30:00,VAV-201 ZN-T,70.33,good
2026-07-10T00:30:00,VAV-201 ZN-SP,72,good
2026-07-10T00:30:00,VAV-201 DMP-CMD,54.57,good
2026-07-10T00:30:00,VAV-201 DMP-POS,52.51,good
2026-07-10T00:30:00,VAV-201 AIRFLOW,929.81,good
2026-07-10T00:30:00,VAV-201 HTG-CMD,54.57,good
2026-07-10T00:30:00,VAV-202 ZN-T,70.44,good
2026-07-10T00:30:00,VAV-202 ZN-SP,72,good
2026-07-10T00:30:00,VAV-202 DMP-CMD,54.57,good
2026-07-10T00:30:00,VAV-202 DMP-POS,54.1,good
2026-07-10T00:30:00,VAV-202 AIRFLOW,710.63,good
2026-07-10T00:30:00,VAV-203 ZN-T,70.39,good
2026-07-10T00:30:00,VAV-203 ZN-SP,72,good
2026-07-10T00:30:00,VAV-203 DMP-CMD,54.57,good
2026-07-10T00:30:00,VAV-203 DMP-POS,52.77,good
2026-07-10T00:30:00,VAV-203 AIRFLOW,865.64,good
2026-07-10T00:30:00,VAV-203 HTG-CMD,54.57,good
2026-07-10T00:45:00,AHU-1 SAT,55.11,good
2026-07-10T00:45:00,AHU-1 RAT,72.71,good
2026-07-10T00:45:00,AHU-1 MAT,66.28,good
2026-07-10T00:45:00,AHU-1 DAT-SP,55,good
2026-07-10T00:45:00,AHU-1 SF-CMD,1,good
2026-07-10T00:45:00,AHU-1 SF-STS,0,good
2026-07-10T00:45:00,AHU-1 SF-VFD-SPD,56.83,good
2026-07-10T00:45:00,AHU-1 OA-DMP-CMD,56.83,good
2026-07-10T00:45:00,AHU-1 CHW-VLV-CMD,56.83,good
2026-07-10T00:45:00,AHU-1 SAF-ALM,0,good
2026-07-10T00:45:00,AHU-2 SAT,55.38,good
2026-07-10T00:45:00,AHU-2 RAT,72.82,good
2026-07-10T00:45:00,AHU-2 MAT,65.8,good
2026-07-10T00:45:00,AHU-2 DAT-SP,55,good
2026-07-10T00:45:00,AHU-2 SF-CMD,1,good
2026-07-10T00:45:00,AHU-2 SF-STS,0,good
2026-07-10T00:45:00,AHU-2 SF-VFD-SPD,56.83,good
2026-07-10T00:45:00,AHU-2 OA-DMP-CMD,56.83,good
2026-07-10T00:45:00,AHU-2 HW-VLV-CMD,56.83,good
2026-07-10T00:45:00,AHU-2 SMK-ALM,0,good
2026-07-10T00:45:00,RTU-1 SAT,55.07,good
2026-07-10T00:45:00,RTU-1 RAT,72.64,good
2026-07-10T00:45:00,RTU-1 CLG-SP,72,good
2026-07-10T00:45:00,RTU-1 SF-CMD,1,good
2026-07-10T00:45:00,RTU-1 SF-STS,0,good
2026-07-10T00:45:00,RTU-1 HTG-EN,1,good
2026-07-10T00:45:00,RTU-1 CMP-STS,0,good
2026-07-10T00:45:00,RTU-1 FLT-ALM,0,good
2026-07-10T00:45:00,CHLR-1 CHWS,42.12,good
2026-07-10T00:45:00,CHLR-1 CHWR,56.03,good
2026-07-10T00:45:00,CHLR-1 CHW-DP,12.33,good
2026-07-10T00:45:00,CHLR-1 ENABLE,1,good
2026-07-10T00:45:00,CHLR-1 RUN-STS,0,good
2026-07-10T00:45:00,CHLR-1 ALM,0,good
2026-07-10T00:45:00,CHLR-1 LWT-SP,72,good
2026-07-10T00:45:00,CHLR-1 KW,77.39,good
2026-07-10T00:45:00,BLR-1 HWS,168.14,good
2026-07-10T00:45:00,BLR-1 HWR,149.7,good
2026-07-10T00:45:00,BLR-1 HWS-SP,72,good
2026-07-10T00:45:00,BLR-1 ENABLE,1,good
2026-07-10T00:45:00,BLR-1 RUN-STS,0,good
2026-07-10T00:45:00,BLR-1 ALM,0,good
2026-07-10T00:45:00,BLR-1 MOD-CMD,56.83,good
2026-07-10T00:45:00,BLR-1 GAS-PRES,7.52,good
2026-07-10T00:45:00,CT-1 CWS,82.63,good
2026-07-10T00:45:00,CT-1 CWR,90.96,good
2026-07-10T00:45:00,CT-1 FAN-CMD,1,good
2026-07-10T00:45:00,CT-1 FAN-STS,0,good
2026-07-10T00:45:00,CT-1 FAN-SPD,56.83,good
2026-07-10T00:45:00,CT-1 BASIN-LVL,52.19,good
2026-07-10T00:45:00,CT-1 ALM,0,good
2026-07-10T00:45:00,PUMP-CHW-1 CMD,1,good
2026-07-10T00:45:00,PUMP-CHW-1 STS,0,good
2026-07-10T00:45:00,PUMP-CHW-1 SPD,56.83,good
2026-07-10T00:45:00,PUMP-CHW-1 DP,12.33,good
2026-07-10T00:45:00,PUMP-CHW-2 CMD,1,good
2026-07-10T00:45:00,PUMP-CHW-2 STS,0,good
2026-07-10T00:45:00,PUMP-CHW-2 SPD,56.83,good
2026-07-10T00:45:00,PUMP-CHW-2 DP,12.59,good
2026-07-10T00:45:00,PUMP-HW-1 CMD,1,good
2026-07-10T00:45:00,PUMP-HW-1 STS,0,good
2026-07-10T00:45:00,PUMP-HW-1 SPD,56.83,good
2026-07-10T00:45:00,PUMP-HW-1 DP,12.32,good
2026-07-10T00:45:00,PUMP-CW-1 CMD,1,good
2026-07-10T00:45:00,PUMP-CW-1 STS,0,good
2026-07-10T00:45:00,PUMP-CW-1 SPD,56.83,good
2026-07-10T00:45:00,PUMP-CW-1 DP,12.27,good
2026-07-10T00:45:00,VAV-101 ZN-T,71.05,good
2026-07-10T00:45:00,VAV-101 ZN-SP,72,good
2026-07-10T00:45:00,VAV-101 DMP-CMD,56.83,good
2026-07-10T00:45:00,VAV-101 DMP-POS,54.19,good
2026-07-10T00:45:00,VAV-101 AIRFLOW,1007.59,good
2026-07-10T00:45:00,VAV-101 HTG-CMD,56.83,good
2026-07-10T00:45:00,VAV-102 ZN-T,70.93,good
2026-07-10T00:45:00,VAV-102 ZN-SP,72,good
2026-07-10T00:45:00,VAV-102 DMP-CMD,56.83,good
2026-07-10T00:45:00,VAV-102 DMP-POS,55.13,good
2026-07-10T00:45:00,VAV-102 AIRFLOW,852.2,good
2026-07-10T00:45:00,VAV-201 ZN-T,70.38,good
2026-07-10T00:45:00,VAV-201 ZN-SP,72,good
2026-07-10T00:45:00,VAV-201 DMP-CMD,56.83,good
2026-07-10T00:45:00,VAV-201 DMP-POS,53.63,good
2026-07-10T00:45:00,VAV-201 AIRFLOW,933.57,good
2026-07-10T00:45:00,VAV-201 HTG-CMD,56.83,good
2026-07-10T00:45:00,VAV-202 ZN-T,70.68,good
2026-07-10T00:45:00,VAV-202 ZN-SP,72,good
2026-07-10T00:45:00,VAV-202 DMP-CMD,56.83,good
2026-07-10T00:45:00,VAV-202 DMP-POS,54.82,good
2026-07-10T00:45:00,VAV-202 AIRFLOW,727.42,good
2026-07-10T00:45:00,VAV-203 ZN-T,71.09,good
2026-07-10T00:45:00,VAV-203 ZN-SP,72,good
2026-07-10T00:45:00,VAV-203 DMP-CMD,56.83,good
2026-07-10T00:45:00,VAV-203 DMP-POS,52.3,good
2026-07-10T00:45:00,VAV-203 AIRFLOW,860.69,good
2026-07-10T00:45:00,VAV-203 HTG-CMD,56.83,good
2026-07-10T01:00:00,AHU-1 SAT,55.29,good
2026-07-10T01:00:00,AHU-1 RAT,73.26,good
2026-07-10T01:00:00,AHU-1 MAT,65.92,good
2026-07-10T01:00:00,AHU-1 DAT-SP,55,good
2026-07-10T01:00:00,AHU-1 SF-CMD,1,good
2026-07-10T01:00:00,AHU-1 SF-STS,0,good
2026-07-10T01:00:00,AHU-1 SF-VFD-SPD,59.06,good
2026-07-10T01:00:00,AHU-1 OA-DMP-CMD,59.06,good
2026-07-10T01:00:00,AHU-1 CHW-VLV-CMD,59.06,good
2026-07-10T01:00:00,AHU-1 SAF-ALM,0,good
2026-07-10T01:00:00,AHU-2 SAT,55.2,good
2026-07-10T01:00:00,AHU-2 RAT,72.93,good
2026-07-10T01:00:00,AHU-2 MAT,66.1,good
2026-07-10T01:00:00,AHU-2 DAT-SP,55,good
2026-07-10T01:00:00,AHU-2 SF-CMD,1,good
2026-07-10T01:00:00,AHU-2 SF-STS,0,good
2026-07-10T01:00:00,AHU-2 SF-VFD-SPD,59.06,good
2026-07-10T01:00:00,AHU-2 OA-DMP-CMD,59.06,good
2026-07-10T01:00:00,AHU-2 HW-VLV-CMD,59.06,good
2026-07-10T01:00:00,AHU-2 SMK-ALM,0,good
2026-07-10T01:00:00,RTU-1 SAT,55.26,good
2026-07-10T01:00:00,RTU-1 RAT,72.77,good
2026-07-10T01:00:00,RTU-1 CLG-SP,72,good
2026-07-10T01:00:00,RTU-1 SF-CMD,1,good
2026-07-10T01:00:00,RTU-1 SF-STS,0,good
2026-07-10T01:00:00,RTU-1 HTG-EN,1,good
2026-07-10T01:00:00,RTU-1 CMP-STS,0,good
2026-07-10T01:00:00,RTU-1 FLT-ALM,0,good
2026-07-10T01:00:00,CHLR-1 CHWS,42.29,good
2026-07-10T01:00:00,CHLR-1 CHWR,56.05,good
2026-07-10T01:00:00,CHLR-1 CHW-DP,12.86,good
2026-07-10T01:00:00,CHLR-1 ENABLE,1,good
2026-07-10T01:00:00,CHLR-1 RUN-STS,0,good
2026-07-10T01:00:00,CHLR-1 ALM,0,good
2026-07-10T01:00:00,CHLR-1 LWT-SP,72,good
2026-07-10T01:00:00,CHLR-1 KW,79.86,good
2026-07-10T01:00:00,BLR-1 HWS,168.29,good
2026-07-10T01:00:00,BLR-1 HWR,150.12,good
2026-07-10T01:00:00,BLR-1 HWS-SP,72,good
2026-07-10T01:00:00,BLR-1 ENABLE,1,good
2026-07-10T01:00:00,BLR-1 RUN-STS,0,good
2026-07-10T01:00:00,BLR-1 ALM,0,good
2026-07-10T01:00:00,BLR-1 MOD-CMD,59.06,good
2026-07-10T01:00:00,BLR-1 GAS-PRES,7.67,good
2026-07-10T01:00:00,CT-1 CWS,82.8,good
2026-07-10T01:00:00,CT-1 CWR,91.16,good
2026-07-10T01:00:00,CT-1 FAN-CMD,1,good
2026-07-10T01:00:00,CT-1 FAN-STS,0,good
2026-07-10T01:00:00,CT-1 FAN-SPD,59.06,good
2026-07-10T01:00:00,CT-1 BASIN-LVL,56.57,good
2026-07-10T01:00:00,CT-1 ALM,0,good
2026-07-10T01:00:00,PUMP-CHW-1 CMD,1,good
2026-07-10T01:00:00,PUMP-CHW-1 STS,0,good
2026-07-10T01:00:00,PUMP-CHW-1 SPD,59.06,good
2026-07-10T01:00:00,PUMP-CHW-1 DP,12.45,good
2026-07-10T01:00:00,PUMP-CHW-2 CMD,1,good
2026-07-10T01:00:00,PUMP-CHW-2 STS,0,good
2026-07-10T01:00:00,PUMP-CHW-2 SPD,59.06,good
2026-07-10T01:00:00,PUMP-CHW-2 DP,12.64,good
2026-07-10T01:00:00,PUMP-HW-1 CMD,1,good
2026-07-10T01:00:00,PUMP-HW-1 STS,0,good
2026-07-10T01:00:00,PUMP-HW-1 SPD,59.06,good
2026-07-10T01:00:00,PUMP-HW-1 DP,12.48,good
2026-07-10T01:00:00,PUMP-CW-1 CMD,1,good
2026-07-10T01:00:00,PUMP-CW-1 STS,0,good
2026-07-10T01:00:00,PUMP-CW-1 SPD,59.06,good
2026-07-10T01:00:00,PUMP-CW-1 DP,12.59,good
2026-07-10T01:00:00,VAV-101 ZN-T,70.44,good
